931	role	wo_cornell	1599
886	linear	wo_cornell	8284
1168	account	wo_cornell	6681
251	please	wo_cornell	4140
903	ascii	wo_cornell	7484
1356	binary	wo_cornell	3342
284	school	wo_cornell	2540
256	here	wo_cornell	5883
754	become	wo_cornell	4145
153	committee	wo_cornell	558
684	subject	wo_cornell	2544
881	because	wo_cornell	1743
451	involved	wo_cornell	2545
854	martin	wo_cornell	2549
397	understanding	wo_cornell	6830
1054	matter	wo_cornell	14246
566	hw	wo_cornell	8290
133	read	wo_cornell	6834
1096	map	wo_cornell	705
1067	investigate	wo_cornell	6835
11	interests	wo_cornell	9095
1351	thought	wo_cornell	4151
695	real	wo_cornell	6838
130	may	wo_cornell	708
1206	math	wo_cornell	3350
97	based	wo_cornell	709
731	weekly	wo_cornell	564
1072	safety	wo_cornell	3352
373	report	wo_cornell	3353
1350	very	wo_cornell	4156
978	reader	wo_cornell	2552
594	peter	wo_cornell	568
1324	organized	wo_cornell	2555
440	developing	wo_cornell	1754
346	berkeley	wo_cornell	3358
991	processors	wo_cornell	2557
362	details	wo_cornell	1756
294	between	wo_cornell	1758
1354	left	wo_cornell	1759
1376	platform	wo_cornell	5102
47	appointment	wo_cornell	6842
635	radio	wo_cornell	3500
1110	alan	wo_cornell	714
1052	visiting	wo_cornell	3501
42	thursday	wo_cornell	7646
765	getting	wo_cornell	3502
659	partial	wo_cornell	715
1210	sorting	wo_cornell	6849
488	apt	wo_cornell	1904
247	project	wo_cornell	2560
517	extra	wo_cornell	3509
1077	games	wo_cornell	1760
1465	decision	wo_cornell	1761
918	extending	wo_cornell	1907
878	optimal	wo_cornell	2563
864	among	wo_cornell	2564
1321	products	wo_cornell	3367
1308	free	wo_cornell	579
458	extended	wo_cornell	1909
151	currently	wo_cornell	2565
1491	proposal	wo_cornell	3368
1279	neural	wo_cornell	2568
283	box	wo_cornell	1766
198	several	wo_cornell	1767
930	taught	wo_cornell	1769
59	messages	wo_cornell	721
487	cool	wo_cornell	5113
349	welcome	wo_cornell	722
1010	simply	wo_cornell	14267
720	human	wo_cornell	723
1454	bill	wo_cornell	724
946	calendar	wo_cornell	725
940	let	wo_cornell	4314
1485	apple	wo_cornell	580
812	patterns	wo_cornell	727
460	issues	wo_cornell	582
310	from	wo_cornell	728
156	researchers	wo_cornell	5119
98	source	wo_cornell	1912
798	writing	wo_cornell	584
463	message	wo_cornell	3371
25	recent	wo_cornell	2715
1416	making	wo_cornell	2570
1140	want	wo_cornell	3518
906	find	wo_cornell	2716
322	approach	wo_cornell	585
166	developed	wo_cornell	2717
126	transactions	wo_cornell	1915
1250	position	wo_cornell	1916
883	fri	wo_cornell	1771
568	networks	wo_cornell	3375
1283	made	wo_cornell	1772
529	physical	wo_cornell	1774
37	summary	wo_cornell	1776
954	attempt	wo_cornell	9408
1107	likely	wo_cornell	7805
367	visitor	wo_cornell	8608
393	center	wo_cornell	730
909	accurate	wo_cornell	5122
1090	explore	wo_cornell	3520
1261	ai	wo_cornell	735
637	chinese	wo_cornell	13477
1249	although	wo_cornell	2721
816	constraints	wo_cornell	4326
606	archives	wo_cornell	3524
372	many	wo_cornell	1920
144	modified	wo_cornell	2722
259	an	wo_cornell	738
1187	hypertext	wo_cornell	593
179	special	wo_cornell	3380
1397	something	wo_cornell	1923
699	virtual	wo_cornell	739
648	intelligence	wo_cornell	2725
378	about	wo_cornell	2726
194	symposium	wo_cornell	1924
1453	dilbert	wo_cornell	2581
702	compilers	wo_cornell	2582
573	digital	wo_cornell	3384
1387	classes	wo_cornell	1927
687	strategies	wo_cornell	597
61	announcements	wo_cornell	1782
1196	random	wo_cornell	4189
1115	simulator	wo_cornell	3389
1046	studies	wo_cornell	2587
261	tests	wo_cornell	9272
1157	responsibility	wo_cornell	7815
1469	la	wo_cornell	7818
494	interesting	wo_cornell	740
1299	administration	wo_cornell	4330
139	as	wo_cornell	741
271	at	wo_cornell	742
188	applications	wo_cornell	5135
157	related	wo_cornell	745
1081	non	wo_cornell	5137
817	city	wo_cornell	2731
639	into	wo_cornell	747
1504	her	wo_cornell	4337
1392	updated	wo_cornell	1932
1166	debugging	wo_cornell	3536
1069	rule	wo_cornell	4338
12	research	wo_cornell	748
1212	diego	wo_cornell	2735
1062	would	wo_cornell	2591
526	standard	wo_cornell	2737
190	contents	wo_cornell	1935
1098	above	wo_cornell	2738
1427	doing	wo_cornell	4197
475	multiple	wo_cornell	2596
509	labs	wo_cornell	1796
175	www	wo_cornell	1797
1398	ll	wo_cornell	7823
1306	ma	wo_cornell	7827
1144	otherwise	wo_cornell	5140
1037	andrew	wo_cornell	8483
220	meeting	wo_cornell	5141
976	proof	wo_cornell	752
537	regular	wo_cornell	6883
54	be	wo_cornell	754
1500	thomas	wo_cornell	2740
965	able	wo_cornell	6885
356	bookmarks	wo_cornell	1003
1458	less	wo_cornell	1941
1225	seems	wo_cornell	3545
707	being	wo_cornell	3547
353	test	wo_cornell	2745
5	professor	wo_cornell	1943
958	behavior	wo_cornell	1944
580	reports	wo_cornell	1007
979	like	wo_cornell	1008
715	close	wo_cornell	7833
291	offered	wo_cornell	9439
1426	ms	wo_cornell	7836
4	my	wo_cornell	7837
1239	monitoring	wo_cornell	906
719	unit	wo_cornell	8495
1498	goes	wo_cornell	6893
45	by	wo_cornell	765
3	instructor	wo_cornell	6896
1126	generator	wo_cornell	5159
837	communications	wo_cornell	6898
1161	jim	wo_cornell	3556
629	execution	wo_cornell	4359
1475	enough	wo_cornell	3558
758	san	wo_cornell	1017
1314	lane	wo_cornell	1955
867	further	wo_cornell	1018
688	unique	wo_cornell	9440
438	mailing	wo_cornell	6101
420	edition	wo_cornell	14454
1417	nd	wo_cornell	7842
652	good	wo_cornell	6103
417	order	wo_cornell	5301
457	level	wo_cornell	911
505	major	wo_cornell	5303
660	pages	wo_cornell	3700
381	cost	wo_cornell	913
875	have	wo_cornell	4503
1179	united	wo_cornell	770
807	graduated	wo_cornell	4505
994	circuits	wo_cornell	3705
569	movies	wo_cornell	12858
1122	audio	wo_cornell	2904
820	ca	wo_cornell	773
853	volume	wo_cornell	774
838	news	wo_cornell	919
484	table	wo_cornell	2905
846	running	wo_cornell	4365
1303	job	wo_cornell	5168
267	software	wo_cornell	2908
260	finger	wo_cornell	776
1302	plans	wo_cornell	777
574	also	wo_cornell	1024
275	addison	wo_cornell	4367
1301	managing	wo_cornell	1025
1268	cognitive	wo_cornell	4368
942	say	wo_cornell	1026
941	describe	wo_cornell	2765
26	midterm	wo_cornell	4369
1183	rd	wo_cornell	1029
1020	ny	wo_cornell	7851
1217	believe	wo_cornell	9457
520	life	wo_cornell	921
571	machinery	wo_cornell	12862
46	sciences	wo_cornell	922
1113	decided	wo_cornell	11125
1401	earlier	wo_cornell	8658
902	options	wo_cornell	3712
1327	little	wo_cornell	780
700	server	wo_cornell	926
358	automatically	wo_cornell	5317
21	handouts	wo_cornell	5171
1038	lines	wo_cornell	4370
591	generation	wo_cornell	4516
13	lecture	wo_cornell	5318
280	basic	wo_cornell	782
1099	think	wo_cornell	783
704	communication	wo_cornell	2914
676	requirements	wo_cornell	3717
263	computational	wo_cornell	2915
1173	re	wo_cornell	1032
923	before	wo_cornell	5177
764	community	wo_cornell	785
512	objects	wo_cornell	3573
1393	learn	wo_cornell	2772
52	cs	wo_cornell	786
92	vol	wo_cornell	2774
910	possible	wo_cornell	4379
1272	sites	wo_cornell	1039
856	result	wo_cornell	2778
1391	still	wo_cornell	1979
394	distinguished	wo_cornell	6123
536	universities	wo_cornell	931
1506	isn	wo_cornell	5324
908	placement	wo_cornell	934
521	part	wo_cornell	4523
177	system	wo_cornell	935
211	pp	wo_cornell	7867
1480	plan	wo_cornell	7868
421	weather	wo_cornell	2921
1244	ps	wo_cornell	7869
729	fault	wo_cornell	4380
647	times	wo_cornell	791
1221	maintain	wo_cornell	4527
968	basis	wo_cornell	792
370	his	wo_cornell	4381
307	next	wo_cornell	937
165	such	wo_cornell	5183
819	issue	wo_cornell	1040
799	evolution	wo_cornell	2780
935	designing	wo_cornell	2782
79	topics	wo_cornell	2928
1441	half	wo_cornell	4387
