1	course	wo_cornell	4247
1	course	wo_texas	4247
1	course	wo_washington	4247
1	my	wo_wisconsin	7837
10	class	wo_cornell	1689
10	syllabus	wo_wisconsin	509
10	university	wo_texas	3730
10	university	wo_washington	3730
100	chair	wo_cornell	3174
100	computational	wo_texas	2915
100	solution	wo_washington	3482
100	solutions	wo_wisconsin	4431
1000	collection	wo_cornell	1468
1000	diego	wo_wisconsin	2735
1000	location	wo_texas	2932
1000	responsibility	wo_washington	7815
1001	division	wo_cornell	3943
1001	format	wo_texas	4419
1001	impact	wo_washington	321
1001	one	wo_wisconsin	2015
1002	along	wo_cornell	1465
1002	organization	wo_washington	3406
1002	ve	wo_wisconsin	1125
1002	vlsi	wo_texas	6559
1003	does	wo_cornell	3826
1003	meets	wo_texas	1937
1003	produce	wo_washington	7760
1003	spent	wo_wisconsin	1262
1004	economic	wo_washington	1354
1004	main	wo_cornell	1847
1004	monitoring	wo_texas	906
1004	well	wo_wisconsin	5017
1005	numbers	wo_cornell	6907
1005	portable	wo_texas	1736
1005	presentation	wo_washington	447
1005	prototype	wo_wisconsin	506
1006	already	wo_texas	5650
1006	dynamics	wo_washington	5600
1006	nasa	wo_cornell	1723
1006	net	wo_wisconsin	5030
1007	assistant	wo_cornell	2010
1007	primarily	wo_texas	4782
1007	prior	wo_wisconsin	4833
1007	small	wo_washington	1334
1008	changed	wo_cornell	5486
1008	manual	wo_texas	5005
1008	protocol	wo_washington	224
1008	role	wo_wisconsin	1599
1009	called	wo_cornell	968
1009	display	wo_texas	7964
1009	financial	wo_wisconsin	9315
1009	myself	wo_washington	659
101	proceedings	wo_texas	1332
101	programs	wo_washington	1699
101	selected	wo_cornell	989
101	these	wo_wisconsin	3297
1010	cause	wo_texas	5786
1010	done	wo_wisconsin	5417
1010	simply	wo_cornell	14267
1010	word	wo_washington	100
1011	aspects	wo_texas	797
1011	latest	wo_wisconsin	9812
1011	rather	wo_washington	3186
1011	start	wo_cornell	441
1012	account	wo_wisconsin	6681
1012	direction	wo_texas	694
1012	oriented	wo_washington	3408
1012	parallelism	wo_cornell	3194
1013	city	wo_texas	2731
1013	electric	wo_wisconsin	141
1013	last	wo_washington	2038
1013	primarily	wo_cornell	4782
1014	courses	wo_wisconsin	1526
1014	extensions	wo_cornell	1873
1014	java	wo_washington	1615
1014	recommended	wo_texas	11478
1015	chris	wo_cornell	3679
1015	graph	wo_wisconsin	2678
1015	original	wo_texas	419
1015	proof	wo_washington	752
1016	expected	wo_wisconsin	2672
1016	former	wo_texas	4467
1016	francisco	wo_washington	2161
1016	mapping	wo_cornell	6710
1017	artificial	wo_washington	1391
1017	improvements	wo_cornell	4402
1017	parallelism	wo_texas	3194
1017	small	wo_wisconsin	1334
1018	characteristics	wo_texas	5672
1018	protocols	wo_cornell	3922
