1	153	3819	wisconsin
2	829	338	washington
3	704	418	texas
4	1450	254	cornell
5	2768	107	washington
6	783	2294	washington
7	2660	2713	washington
8	3575	888	wisconsin
9	1858	1861	texas
10	3916	3674	wisconsin
11	3545	969	wisconsin
12	1719	295	texas
13	180	375	wisconsin
14	2661	2713	washington
15	3210	3532	wisconsin
16	2027	672	texas
17	721	312	texas
18	661	1639	texas
19	963	376	wisconsin
20	2320	831	washington
21	1681	1679	texas
22	2917	322	washington
23	452	946	wisconsin
24	2912	839	washington
25	3666	3916	wisconsin
26	1719	298	texas
27	1387	263	cornell
28	2713	794	washington
29	2653	2719	washington
30	56	1862	texas
31	3575	991	wisconsin
32	2320	801	washington
33	2320	740	washington
34	960	3266	wisconsin
35	1236	554	cornell
36	3269	939	wisconsin
37	223	962	wisconsin
38	370	3372	wisconsin
39	1295	482	cornell
40	2320	844	washington
41	3584	923	wisconsin
42	3932	3382	wisconsin
43	625	1639	texas
44	3674	3675	wisconsin
45	338	2708	washington
46	459	972	wisconsin
47	872	360	wisconsin
48	3559	3197	wisconsin
49	3957	3665	wisconsin
50	3507	364	wisconsin
51	1133	13	cornell
52	813	2395	washington
53	3670	3918	wisconsin
54	1646	421	texas
55	3271	3932	wisconsin
56	2713	2660	washington
57	170	363	wisconsin
58	874	346	wisconsin
59	3920	3918	wisconsin
60	1295	517	cornell
61	1133	43	cornell
62	2661	2710	washington
63	1982	1639	texas
64	3667	3674	wisconsin
65	2710	2711	washington
66	3429	3666	wisconsin
67	2659	2710	washington
68	2027	687	texas
69	1295	573	cornell
70	3673	3675	wisconsin
71	3978	3907	wisconsin
72	2954	127	washington
73	698	1639	texas
74	3903	3824	wisconsin
75	812	2294	washington
76	3303	897	wisconsin
77	2027	681	texas
78	3541	978	wisconsin
79	786	2383	washington
80	3607	3673	wisconsin
81	3671	3675	wisconsin
82	2335	104	washington
83	3666	3674	wisconsin
84	2331	766	washington
85	3429	3675	wisconsin
86	990	3093	wisconsin
87	810	2390	washington
88	233	159	wisconsin
89	155	952	wisconsin
90	1858	1862	texas
91	1082	1325	cornell
92	991	184	wisconsin
93	1480	405	cornell
94	297	55	texas
95	2713	2711	washington
96	1253	515	cornell
97	3918	3907	wisconsin
98	2320	744	washington
99	3382	3381	wisconsin
100	576	252	cornell
101	944	162	wisconsin
102	3929	3889	wisconsin
103	40	248	cornell
104	1253	513	cornell
105	3151	1001	wisconsin
106	169	3343	wisconsin
107	1180	269	cornell
108	350	204	wisconsin
109	2027	648	texas
110	2335	144	washington
111	749	2292	washington
112	3575	941	wisconsin
113	1015	386	cornell
114	958	369	wisconsin
115	3238	975	wisconsin
116	3496	1003	wisconsin
117	911	218	wisconsin
118	2027	607	texas
119	3575	951	wisconsin
120	2320	762	washington
121	3576	211	wisconsin
122	1295	474	cornell
123	571	36	cornell
124	2320	784	washington
125	2395	333	washington
126	370	454	wisconsin
127	2027	717	texas
128	2712	2713	washington
129	3158	3595	wisconsin
130	310	414	texas
131	298	1894	texas
132	3984	3909	wisconsin
133	3543	3532	wisconsin
134	572	563	cornell
135	885	197	wisconsin
136	3643	972	wisconsin
137	2320	798	washington
138	3675	3674	wisconsin
139	2320	812	washington
140	387	386	cornell
141	2682	839	washington
142	418	604	texas
143	3737	187	wisconsin
144	900	3413	wisconsin
145	232	885	wisconsin
146	2428	2916	washington
147	3417	161	wisconsin
148	2027	627	texas
149	2712	2661	washington
150	1463	1464	cornell
151	406	1639	texas
152	3576	224	wisconsin
153	3926	3674	wisconsin
154	522	1	cornell
155	3265	860	wisconsin
156	276	1639	texas
157	1363	243	cornell
158	197	876	wisconsin
159	3576	220	wisconsin
160	2320	790	washington
161	415	723	texas
162	252	542	cornell
163	382	3889	wisconsin
164	6	19	cornell
165	1019	1180	cornell
166	3250	3515	wisconsin
167	654	1639	texas
168	3575	918	wisconsin
169	2027	596	texas
170	1495	257	cornell
171	2320	771	washington
172	3918	3675	wisconsin
173	751	3038	washington
174	2027	700	texas
175	454	446	wisconsin
176	500	32	cornell
177	3840	3648	wisconsin
178	3341	929	wisconsin
179	716	1639	texas
180	1515	485	cornell
181	199	3824	wisconsin
182	304	421	texas
183	535	559	cornell
184	2104	646	texas
185	1681	2169	texas
186	56	1933	texas
187	3576	230	wisconsin
188	1295	580	cornell
189	2307	737	washington
190	2027	621	texas
191	3928	3673	wisconsin
192	2104	676	texas
193	2307	764	washington
194	1982	48	texas
195	1933	1858	texas
196	3507	981	wisconsin
197	554	4	cornell
198	459	3340	wisconsin
199	3575	960	wisconsin
200	3197	908	wisconsin
201	444	467	wisconsin
202	3600	208	wisconsin
203	551	395	cornell
204	3264	349	wisconsin
205	1646	419	texas
206	933	372	wisconsin
207	197	985	wisconsin
208	515	1253	cornell
209	199	3413	wisconsin
210	2416	820	washington
211	232	953	wisconsin
212	843	808	washington
213	698	1679	texas
214	1464	1526	cornell
215	1936	1862	texas
216	2320	795	washington
217	3922	3671	wisconsin
218	3824	886	wisconsin
219	1646	406	texas
220	364	3340	wisconsin
221	538	10	cornell
222	447	453	wisconsin
223	925	190	wisconsin
224	2320	826	washington
225	968	3205	wisconsin
226	3947	457	wisconsin
227	2468	318	washington
228	3932	366	wisconsin
229	3496	942	wisconsin
230	2563	2790	washington
231	168	176	wisconsin
232	1180	252	cornell
233	491	33	cornell
234	1862	1933	texas
235	813	2294	washington
236	337	831	washington
237	3664	3889	wisconsin
238	3674	3918	wisconsin
239	925	199	wisconsin
240	3	1036	cornell
241	2913	2427	washington
242	385	3421	wisconsin
243	408	422	texas
244	2335	112	washington
245	1295	566	cornell
246	3808	3648	wisconsin
247	561	1334	cornell
248	953	189	wisconsin
249	1295	585	cornell
250	3094	379	wisconsin
251	2026	2108	texas
252	786	2954	washington
253	100	2468	washington
254	364	178	wisconsin
255	2027	624	texas
256	548	13	cornell
257	2027	618	texas
258	443	3269	wisconsin
259	2320	820	washington
260	807	331	washington
261	430	810	washington
262	2719	2653	washington
263	1564	559	cornell
264	1180	242	cornell
265	1894	67	texas
266	3920	3907	wisconsin
267	3507	894	wisconsin
268	3920	3675	wisconsin
269	2320	756	washington
270	3584	867	wisconsin
271	2711	2661	washington
272	3217	3340	wisconsin
273	2289	126	washington
274	1894	71	texas
275	3978	3429	wisconsin
276	3903	886	wisconsin
277	159	3343	wisconsin
278	197	979	wisconsin
279	1295	562	cornell
280	3341	898	wisconsin
281	3575	901	wisconsin
282	3584	464	wisconsin
283	295	2087	texas
284	820	2413	washington
285	3210	3213	wisconsin
286	1107	1100	cornell
287	178	167	wisconsin
288	3575	859	wisconsin
289	477	1295	cornell
290	2335	133	washington
291	1015	397	cornell
292	1311	589	cornell
293	200	3331	wisconsin
294	2320	761	washington
295	3575	914	wisconsin
296	2320	749	washington
297	2027	631	texas
298	411	294	texas
299	3665	3908	wisconsin
300	3507	905	wisconsin
301	3922	3907	wisconsin
302	1022	1412	cornell
303	231	1004	wisconsin
304	3674	3916	wisconsin
305	2468	334	washington
306	2108	2072	texas
307	194	857	wisconsin
308	416	2129	texas
309	528	39	cornell
310	415	591	texas
311	3584	914	wisconsin
312	188	3343	wisconsin
313	2536	759	washington
314	791	2360	washington
315	3908	3673	wisconsin
316	2795	146	washington
317	1894	62	texas
318	946	447	wisconsin
319	3926	3889	wisconsin
320	2359	2980	washington
321	1295	559	cornell
322	578	268	cornell
323	3926	3665	wisconsin
324	1894	66	texas
325	892	192	wisconsin
326	3417	187	wisconsin
327	558	516	cornell
328	447	377	wisconsin
329	161	3580	wisconsin
330	1679	2110	texas
331	2027	705	texas
332	3654	3510	wisconsin
333	3575	996	wisconsin
334	666	289	texas
335	3664	3908	wisconsin
336	2027	649	texas
337	3621	881	wisconsin
338	911	3498	wisconsin
339	2727	324	washington
340	2104	629	texas
341	3969	974	wisconsin
342	2141	279	texas
343	1295	554	cornell
344	3496	366	wisconsin
345	363	383	wisconsin
346	3889	3673	wisconsin
347	203	984	wisconsin
348	3210	3969	wisconsin
349	528	43	cornell
350	974	3543	wisconsin
351	3665	3889	wisconsin
352	191	199	wisconsin
353	385	3918	wisconsin
354	3957	3915	wisconsin
355	993	162	wisconsin
356	402	1106	cornell
357	334	2294	washington
358	3575	1004	wisconsin
359	881	3138	wisconsin
360	415	287	texas
361	981	990	wisconsin
362	741	2294	washington
363	781	2346	washington
364	385	3916	wisconsin
365	1719	304	texas
366	3607	3674	wisconsin
367	1076	8	cornell
368	2710	2661	washington
369	3575	935	wisconsin
370	2027	637	texas
371	1719	302	texas
372	2320	760	washington
373	583	578	cornell
374	791	2355	washington
375	3340	455	wisconsin
376	3372	174	wisconsin
377	3543	974	wisconsin
378	1295	579	cornell
379	3193	949	wisconsin
380	446	456	wisconsin
381	488	470	cornell
382	198	347	wisconsin
383	418	408	texas
384	860	370	wisconsin
385	363	170	wisconsin
386	344	3607	wisconsin
387	185	1004	wisconsin
388	1894	61	texas
389	3667	3929	wisconsin
390	274	1719	texas
391	2335	116	washington
392	2917	2426	washington
393	645	1639	texas
394	695	2026	texas
395	1646	416	texas
396	1253	555	cornell
397	2027	692	texas
398	1606	254	cornell
399	2141	1719	texas
400	375	3404	wisconsin
401	2912	833	washington
402	3575	894	wisconsin
403	156	3417	wisconsin
404	1894	81	texas
405	457	3250	wisconsin
406	3664	3421	wisconsin
407	766	2335	washington
408	610	80	texas
409	705	2039	texas
410	3669	3918	wisconsin
411	3978	3915	wisconsin
412	2027	726	texas
413	280	1719	texas
414	536	38	cornell
415	3670	3908	wisconsin
416	2795	2790	washington
417	169	199	wisconsin
418	198	997	wisconsin
419	2320	772	washington
420	2027	699	texas
421	2660	2710	washington
422	3667	3675	wisconsin
423	3575	932	wisconsin
424	3666	3908	wisconsin
425	1100	1101	cornell
426	609	1639	texas
427	3417	190	wisconsin
428	113	340	washington
429	385	3889	wisconsin
430	1495	515	cornell
431	463	466	wisconsin
432	254	489	cornell
433	2320	770	washington
434	3213	974	wisconsin
435	3372	236	wisconsin
436	170	3836	wisconsin
437	3507	948	wisconsin
438	3575	892	wisconsin
439	187	3866	wisconsin
440	857	446	wisconsin
441	2061	604	texas
442	3366	987	wisconsin
443	3590	444	wisconsin
444	2711	2659	washington
445	3576	212	wisconsin
446	3575	980	wisconsin
447	3372	974	wisconsin
448	382	3675	wisconsin
449	2027	638	texas
450	857	233	wisconsin
451	904	216	wisconsin
452	462	3634	wisconsin
453	218	3346	wisconsin
454	820	2294	washington
455	743	2289	washington
456	3184	3340	wisconsin
457	2712	2711	washington
458	354	237	wisconsin
459	218	3440	wisconsin
460	3921	3907	wisconsin
461	705	1746	texas
462	191	3343	wisconsin
463	2321	760	washington
464	2027	693	texas
465	2713	774	washington
466	3331	995	wisconsin
467	513	13	cornell
468	198	991	wisconsin
469	3957	3670	wisconsin
470	3889	3674	wisconsin
471	761	434	washington
472	1537	515	cornell
473	1936	1933	texas
474	764	438	washington
475	1076	14	cornell
476	3008	321	washington
477	1295	481	cornell
478	1295	508	cornell
479	456	3607	wisconsin
480	3266	946	wisconsin
481	3922	3889	wisconsin
482	882	3620	wisconsin
483	3734	3409	wisconsin
484	959	235	wisconsin
485	3575	999	wisconsin
486	803	2294	washington
487	1025	1295	cornell
488	2027	664	texas
489	942	3340	wisconsin
490	2719	2720	washington
491	3957	3925	wisconsin
492	3158	3239	wisconsin
493	597	1639	texas
494	3575	933	wisconsin
495	366	935	wisconsin
496	3498	453	wisconsin
497	3429	3673	wisconsin
498	3957	3907	wisconsin
499	1295	514	cornell
500	438	2294	washington
501	375	3382	wisconsin
502	699	47	texas
503	2426	433	washington
504	2335	142	washington
505	1107	397	cornell
506	411	720	texas
507	357	3368	wisconsin
508	2335	146	washington
509	3925	3674	wisconsin
510	1180	265	cornell
511	3669	3920	wisconsin
512	819	2294	washington
513	153	1005	wisconsin
514	2710	2712	washington
515	911	207	wisconsin
516	382	3918	wisconsin
517	3584	966	wisconsin
518	3575	982	wisconsin
519	100	2880	washington
520	1015	1614	cornell
521	993	3576	wisconsin
522	1932	1861	texas
523	3368	357	wisconsin
524	954	351	wisconsin
525	3922	3928	wisconsin
526	338	442	washington
527	610	70	texas
528	3488	360	wisconsin
529	965	3498	wisconsin
530	3510	3673	wisconsin
531	1591	1295	cornell
532	2708	333	washington
533	3266	448	wisconsin
534	949	3193	wisconsin
535	2335	105	washington
536	433	2659	washington
537	981	903	wisconsin
538	3666	3675	wisconsin
539	365	177	wisconsin
540	3915	3671	wisconsin
541	879	182	wisconsin
542	2027	646	texas
543	1606	271	cornell
544	456	385	wisconsin
545	186	3343	wisconsin
546	426	787	washington
547	501	6	cornell
548	345	3665	wisconsin
549	870	3239	wisconsin
550	3575	995	wisconsin
551	3575	909	wisconsin
552	3919	3918	wisconsin
553	388	395	cornell
554	3918	3673	wisconsin
555	3239	3595	wisconsin
556	3957	3889	wisconsin
557	3366	1005	wisconsin
558	1606	269	cornell
559	746	436	washington
560	350	172	wisconsin
561	501	19	cornell
562	1005	3366	wisconsin
563	3340	445	wisconsin
564	1295	533	cornell
565	3269	927	wisconsin
566	1295	476	cornell
567	1015	395	cornell
568	3915	3673	wisconsin
569	1295	485	cornell
570	558	33	cornell
571	3584	909	wisconsin
572	3496	897	wisconsin
573	3575	969	wisconsin
574	3925	3673	wisconsin
575	56	1932	texas
576	822	341	washington
577	3346	195	wisconsin
578	445	3271	wisconsin
579	75	1894	texas
580	2320	754	washington
581	974	3969	wisconsin
582	197	936	wisconsin
583	547	1564	cornell
584	3970	3366	wisconsin
585	155	199	wisconsin
586	3922	3667	wisconsin
587	1387	397	cornell
588	1719	296	texas
589	611	413	texas
590	3584	929	wisconsin
591	965	198	wisconsin
592	599	1639	texas
