1	course	cornell
2	course	cornell
3	course	cornell
4	course	cornell
5	course	cornell
6	course	cornell
7	course	cornell
8	course	cornell
9	course	cornell
10	course	cornell
11	course	cornell
12	course	cornell
13	course	cornell
14	course	cornell
15	course	cornell
16	course	cornell
17	course	cornell
18	course	cornell
19	course	cornell
20	course	cornell
21	course	cornell
22	course	cornell
23	course	cornell
24	course	cornell
25	course	cornell
26	course	cornell
27	course	cornell
28	course	cornell
29	course	cornell
30	course	cornell
31	course	cornell
32	course	cornell
33	course	cornell
34	course	cornell
35	course	cornell
36	course	cornell
37	course	cornell
38	course	cornell
39	course	cornell
40	course	cornell
41	course	cornell
42	course	cornell
43	course	cornell
44	course	cornell
45	course	texas
46	course	texas
47	course	texas
48	course	texas
49	course	texas
50	course	texas
51	course	texas
52	course	texas
53	course	texas
54	course	texas
55	course	texas
56	course	texas
57	course	texas
58	course	texas
59	course	texas
60	course	texas
61	course	texas
62	course	texas
63	course	texas
64	course	texas
65	course	texas
66	course	texas
67	course	texas
68	course	texas
69	course	texas
70	course	texas
71	course	texas
72	course	texas
73	course	texas
74	course	texas
75	course	texas
76	course	texas
77	course	texas
78	course	texas
79	course	texas
80	course	texas
81	course	texas
82	course	texas
83	course	washington
84	course	washington
85	course	washington
86	course	washington
87	course	washington
88	course	washington
89	course	washington
90	course	washington
91	course	washington
92	course	washington
93	course	washington
94	course	washington
95	course	washington
96	course	washington
97	course	washington
98	course	washington
99	course	washington
100	course	washington
101	course	washington
102	course	washington
103	course	washington
104	course	washington
105	course	washington
106	course	washington
107	course	washington
108	course	washington
109	course	washington
110	course	washington
111	course	washington
112	course	washington
113	course	washington
114	course	washington
115	course	washington
116	course	washington
117	course	washington
118	course	washington
119	course	washington
120	course	washington
121	course	washington
122	course	washington
123	course	washington
124	course	washington
125	course	washington
126	course	washington
127	course	washington
128	course	washington
129	course	washington
130	course	washington
131	course	washington
132	course	washington
133	course	washington
134	course	washington
135	course	washington
136	course	washington
137	course	washington
138	course	washington
