0	16518	inquiries	-8.03311594583924	-69892.6804638839	wo_berkeley
1	16519	my	-8.5804656551395	-70039.6917902538	wo_berkeley
2	16520	eecs	-8.41157604884392	-70145.2190413744	wo_berkeley
3	16521	www	-8.81950873944185	-70216.1987069925	wo_berkeley
4	16522	your	-8.79054397779706	-70226.4080679721	wo_berkeley
5	16523	events	-8.71453485967471	-70234.691221407	wo_berkeley
6	16524	html	-8.8306220731586	-70318.8103992602	wo_berkeley
7	16525	ri	-8.57415378948228	-70370.9693864941	wo_berkeley
8	16526	archive	-8.56269031856425	-70396.5301502071	wo_berkeley
9	16527	welcome	-8.76583844338635	-70402.6576132082	wo_berkeley
10	16528	updates	-8.56712492108097	-70418.1293055368	wo_berkeley
11	16529	modified	-8.80485557632733	-70438.4355177864	wo_berkeley
12	16530	mailing	-8.5753439469099	-70447.9016803202	wo_berkeley
13	16531	table	-8.78435638552996	-70449.7777089755	wo_berkeley
14	16532	nbsp	-8.35911954084523	-70458.913838394	wo_berkeley
15	16533	professor	-8.81141816334942	-70470.9149866409	wo_berkeley
16	16534	event	-8.74090174024652	-70474.0380426747	wo_berkeley
17	16535	created	-8.81721625578056	-70475.5882555994	wo_berkeley
18	16536	faculty	-8.83429976199663	-70486.0308099364	wo_berkeley
19	16537	jump	-8.51846753424593	-70486.2805882023	wo_berkeley
20	16538	avenue	-8.71205322942836	-70498.4201388484	wo_berkeley
21	16539	campus	-8.74277803353012	-70502.516430601	wo_berkeley
22	16540	menubar	-8.2497704268413	-70511.2755934464	wo_berkeley
23	16541	forbes	-8.6745404376148	-70518.7887103233	wo_berkeley
24	16542	homepage	-8.58193857931675	-70528.3784351575	wo_berkeley
25	16543	instructions	-8.72218705461353	-70528.9650265745	wo_berkeley
26	16544	maintained	-8.78029242575981	-70530.4935337935	wo_berkeley
27	16545	department	-8.9131156618617	-70532.4079996357	wo_berkeley
28	16546	course	-8.84698048946055	-70533.5151417125	wo_berkeley
29	16547	url	-8.76996978523809	-70544.1633425998	wo_berkeley
30	16548	follows	-8.48918506145158	-70546.3968764889	wo_berkeley
31	16549	achievements	-8.34019856322922	-70553.0504741579	wo_berkeley
32	16550	refreshments	-8.48728347940431	-70560.4813617032	wo_berkeley
33	16551	interests	-8.75294641744274	-70560.9706315283	wo_berkeley
34	16552	abstract	-8.81655255901049	-70561.2038166608	wo_berkeley
35	16553	address	-8.85103538792804	-70564.9149095004	wo_berkeley
36	16554	pm	-8.8170007287565	-70569.1783687593	wo_berkeley
37	16555	calendar	-8.73132347784196	-70569.308028593	wo_berkeley
38	16556	admissions	-8.68943078260842	-70573.8410750423	wo_berkeley
39	16557	project	-8.91449470165647	-70587.4273202417	wo_berkeley
40	16558	undergraduate	-8.83250337029687	-70590.1628108433	wo_berkeley
41	16559	search	-8.90048581391761	-70591.0625948143	wo_berkeley
42	16560	divisions	-8.33404464849545	-70613.632558597	wo_berkeley
43	16561	me	-8.76967811160358	-70622.3146000795	wo_berkeley
44	16562	am	-8.84774280369914	-70623.3592905573	wo_berkeley
45	16563	who	-8.89355005373053	-70630.408543993	wo_berkeley
46	16564	copyrighted	-8.44098178601197	-70636.174920324	wo_berkeley
47	16565	announcement	-8.55014832552913	-70638.3627630984	wo_berkeley
